spec,longitude,latitude
T_kauf,71.33932881,41.94168506
T_kauf,72.93178881,42.11741801
T_kauf,72.23764303,38.57276364
T_kauf,71.97736161,41.34979581
T_kauf,67.38613698,40.67196316
T_kauf,67.85727955,39.68938384
T_kauf,71.52062258,39.98497335
T_kauf,69.18693294,38.38048208
T_kauf,71.27531758,42.45256669
T_kauf,70.11501685,39.5830034
T_kauf,72.34467467,37.12988665
T_kauf,72.90572168,39.02860936
T_kauf,71.19540883,37.39904996
T_kauf,72.38616131,40.76519705
T_kauf,66.24329356,42.4144445
T_kauf,72.28742076,40.47885187
T_kauf,69.04353516,37.77235274
T_kauf,72.57737741,42.37949525
T_kauf,71.73551357,42.54243945
T_kauf,69.91517655,37.77869331
T_kauf,65.38821411,37.40537945
T_kauf,73.92979239,41.03707553
T_kauf,67.03428521,40.40804318
T_kauf,73.07862355,40.25371536
T_kauf,70.96932705,41.15365033
T_kauf,73.50146994,39.6643319
T_kauf,73.16405963,38.62367266
T_kauf,65.11659864,38.37843527
T_kauf,65.06987311,41.62592498
T_kauf,65.50236955,40.07044243
T_kauf,68.14105765,37.98312703
T_kauf,72.72507806,40.8259386
T_kauf,73.29271359,38.70221165
T_kauf,70.60804141,38.63012057
T_kauf,68.54205579,40.56217519
T_kauf,68.50949148,40.10277283
T_kauf,67.91301072,42.42362401
T_kauf,69.25437962,39.61674616
T_kauf,69.75457554,39.59764285
T_kauf,67.33337895,42.564061
T_kauf,70.21855397,41.34195541
T_kauf,71.35301429,42.66199315
T_kauf,73.99249448,38.19661867
T_kauf,67.57849859,38.47239488
T_kauf,72.11157711,39.57507215
T_kauf,72.49830618,40.29063041
T_kauf,70.47316933,37.51065414
T_kauf,70.75891545,38.83060449
T_kauf,72.32007088,37.08524708
T_kauf,69.17661003,37.81968726
T_kauf,68.0029947,40.57986633
T_kauf,65.64107366,39.02555036
T_kauf,72.80153116,40.62108245
T_kauf,67.0519384,39.3329736
T_kauf,71.65961422,37.92966763
T_kauf,66.79172535,41.16501911
T_kauf,71.22605678,41.74003805
T_kauf,68.16838871,41.59172636
T_kauf,72.05906646,41.29592625
T_kauf,70.6447951,40.16374426
T_kauf,70.68577965,41.1238588
T_kauf,72.72122788,41.79178214
T_kauf,71.39783565,42.48949002
T_kauf,68.08655311,42.08141609
T_kauf,67.80278298,41.24187148
T_kauf,69.96723801,42.17799824
T_kauf,73.89310608,40.68088618
T_kauf,72.76381133,42.02277477
T_kauf,65.82933799,40.76896928
T_kauf,73.53235376,41.91296578
T_kauf,69.03934114,39.79363074
T_kauf,66.14567128,38.42181173
T_kauf,69.42140724,40.92726677
T_kauf,67.95562484,41.65159744
T_kauf,66.48656169,37.67661275
T_kauf,69.0882061,39.75025697
T_kauf,71.21590549,38.98652376
T_kauf,69.54305448,37.49057567
T_kauf,69.16036375,38.75292446
T_kauf,68.10221911,42.47338665
T_kauf,71.42642571,38.82335644
T_kauf,65.38371934,38.57101164
T_kauf,66.53569658,41.07089048
T_kauf,69.69726776,42.07309157
T_kauf,67.92870235,37.88147601
T_kauf,65.43234172,42.33508261
T_kauf,73.29917275,40.70804411
T_kauf,70.14808432,42.06834
T_kauf,67.07747855,39.38765079
T_kauf,65.77991569,37.62610311
T_kauf,71.00416527,40.87208997
T_kauf,65.10535599,40.20363409
T_kauf,72.75279791,41.0074194
T_kauf,68.4528167,37.04645377
T_kauf,66.86998644,39.37454129
T_kauf,65.50627619,37.86814858
T_kauf,72.81468256,37.20166153
T_kauf,65.33211805,41.86381187
T_kauf,71.66361476,41.23584955
T_kauf,66.62221221,41.27207618
T_kauf,70.21936491,42.90584958
T_kauf,72.74597716,38.32879463
T_kauf,71.79148722,39.62914529
T_kauf,65.23722042,41.32828239
T_kauf,69.11644814,42.99398764
T_kauf,70.9503081,41.21598829
T_kauf,71.37119977,37.85825083
T_kauf,67.74288417,38.39814274
T_kauf,66.71649957,37.95450075
T_kauf,66.30422441,38.41968672
T_kauf,70.18211174,41.25397228
T_kauf,65.47625726,39.52994556
T_kauf,72.94625763,42.1922232
T_kauf,70.95288554,39.96410238
T_kauf,68.9861889,42.81208324
T_kauf,73.19416933,39.15124613
T_kauf,68.66753172,39.74041753
T_kauf,71.74304902,40.87764153
T_kauf,71.90964855,39.65220486
T_kauf,65.08161051,39.35313412
T_kauf,68.58911779,42.8266007
T_kauf,66.5285672,38.74891506
T_kauf,68.80622513,42.43132505
T_kauf,65.44292849,41.53217882
T_kauf,66.72199073,40.65541377
T_kauf,67.73522233,41.07927098
T_kauf,67.50490532,38.97003678
T_kauf,67.4973624,38.5430637
T_kauf,73.39747064,40.93327468
T_kauf,73.51039111,40.0021485
T_kauf,69.82198183,41.08804691
T_kauf,65.10927709,39.5975689
T_kauf,67.24503366,37.26720122
T_kauf,67.80171628,41.58327575
T_kauf,67.6880752,40.66403846
T_kauf,72.4685959,41.69150299
T_kauf,65.06784654,38.54044959
T_kauf,72.00862098,37.38330879
T_kauf,66.91447691,37.90771044
T_kauf,68.15797482,39.23707931
T_kauf,72.02558307,39.02515128
T_kauf,66.347651,38.17754374
T_kauf,66.76341821,39.14735493
T_kauf,66.35713488,40.15310676
T_kauf,67.44263269,37.02057226
T_kauf,72.35110233,42.8075421
T_kauf,66.60903553,37.40966573
T_kauf,65.64512337,42.12103692
T_kauf,73.95117521,42.72509652
T_kauf,71.34716825,38.04162461
T_kauf,72.01862759,41.14918087
T_kauf,66.28691247,41.8468463
T_kauf,67.53107447,38.63310994
T_kauf,67.78037892,41.91182903
T_kauf,67.13848677,38.6077651
T_kauf,68.33767303,40.99302679
T_kauf,66.42163865,37.91877277
T_kauf,72.26072289,41.45269435
T_kauf,71.05639085,37.49780069
T_kauf,72.34701012,40.98888235
T_kauf,67.32113456,39.00601584
T_kauf,70.6208732,42.023494
T_kauf,71.23016925,41.85565336
T_kauf,72.69200409,40.58429642
T_kauf,68.6566795,42.98849768
T_kauf,73.11721599,42.63967836
T_kauf,73.5647834,38.66721391
T_kauf,69.60546512,41.46066154
T_kauf,73.35939124,37.89663964
T_kauf,66.87243487,40.63139097
T_kauf,65.95315505,39.63295198
T_kauf,70.09721744,39.18338309
T_kauf,70.94170094,38.32101457
T_kauf,70.27090571,37.91521107
T_kauf,66.55956984,42.32463108
T_kauf,68.13516207,38.04245534
T_kauf,66.94871331,42.49407563
T_kauf,65.24114869,37.9518123
T_kauf,68.87026613,41.30118346
T_kauf,66.88849212,39.11350166
T_kauf,68.54008309,38.76718933
T_kauf,66.77602409,42.10006462
T_kauf,69.61369657,42.29893032
T_kauf,66.43605479,38.10466172
T_kauf,66.13120544,40.40085038
T_kauf,70.51517865,39.5532323
T_kauf,68.73386601,40.36836314
T_kauf,65.54447376,38.35107356
T_kauf,70.2450075,41.54746266
T_kauf,65.45011492,40.82807945
T_kauf,70.29797434,41.17139133
T_kauf,66.29766769,42.98931766
T_kauf,71.83480397,39.19479403
T_kauf,68.60780473,38.88242748
T_kauf,71.47619122,37.79210466
T_kauf,71.0034979,37.34101588
T_kauf,70.71203242,39.58274048
T_kauf,69.61183889,38.41379692
T_kauf,70.83046097,42.35724658
T_kauf,67.42218986,38.26576035
T_kauf,67.52708365,39.34274237
T_kauf,70.30745985,39.76087102
T_kauf,67.30041098,37.69081564
T_kauf,70.72559988,39.86656247
T_kauf,68.94763617,42.49315203
T_kauf,72.50845166,41.26624153
T_kauf,66.2209551,41.49152532
T_kauf,66.18088861,38.48091671
T_kauf,69.01542445,40.92449825
T_kauf,66.15059472,40.60556958
T_kauf,68.11831476,42.03133733
T_kauf,69.59693724,39.37886805
T_kauf,69.7257142,41.81329744
T_kauf,70.89741286,42.18981662
T_kauf,72.69745284,42.53172635
T_kauf,67.01063916,37.26911583
T_kauf,72.15216117,41.13917411
T_kauf,72.57041101,37.17733116
T_kauf,65.00952439,39.3113606
T_kauf,65.61759054,40.45155749
T_kauf,68.40351285,41.35775125
T_kauf,67.83284016,40.56722174
T_kauf,71.83231883,38.04300038
T_kauf,69.65728241,41.47474098
T_kauf,65.61071551,39.90153563
T_kauf,71.21587003,42.34214695
T_kauf,70.75831523,38.02630962
T_kauf,70.07432162,40.23679551
T_kauf,71.92502194,38.81599355
T_kauf,73.25925978,38.34028286
T_kauf,73.2003523,42.69713873
T_kauf,69.62720662,39.31450926
T_kauf,72.23045113,42.96389106
T_kauf,69.40594466,37.11259153
T_kauf,69.3355357,39.50727634
T_kauf,68.3898658,41.75795
T_kauf,65.89344003,37.40858693
T_kauf,65.29552334,42.18940155
T_kauf,65.64070871,38.87024543
T_kauf,65.96296366,38.45537992
T_kauf,69.82501078,40.77859832
T_kauf,69.71522722,39.40021578
T_kauf,67.86135273,40.24191669
T_kauf,70.26758103,40.12880172
T_kauf,70.38361855,38.06550816
T_kauf,72.09782851,42.74281769
T_kauf,71.28112248,39.54182763
T_kauf,73.11791227,40.86852572
T_kauf,73.24531006,39.49060362
T_kauf,73.36801502,42.97752375
T_kauf,66.79138636,39.49974568
T_kauf,67.89657358,37.91031798
T_kauf,69.65345056,41.04330673
T_kauf,73.32784443,40.2318388
T_kauf,73.65477803,40.33252754
T_kauf,65.54100716,42.49920686
T_kauf,65.87045031,37.41540348
T_kauf,69.81361214,41.82777351
T_kauf,70.41582258,40.17922244
T_kauf,68.60543569,41.85193632
T_kauf,70.17072143,42.59293833
T_kauf,66.01059458,39.32375442
T_kauf,72.65980744,38.22848772
T_kauf,73.03113543,39.6602279
T_kauf,66.03639208,38.52952451
T_kauf,65.58685109,39.59577271
T_kauf,67.89413303,42.8429986
T_kauf,67.56410799,41.56802827
T_kauf,71.18530277,39.94591284
T_kauf,67.56553119,38.02278769
T_kauf,68.31300738,39.62970032
T_kauf,73.65063412,40.39447644
T_kauf,70.77042571,38.5701844
T_kauf,67.24496609,42.82602809
T_kauf,66.49233578,42.66475255
T_kauf,67.74580295,41.5759384
T_kauf,65.6895782,42.98408106
T_kauf,71.49004488,38.56995075
T_kauf,65.87301375,40.38469403
T_kauf,71.31919929,42.81803176
T_kauf,65.30078307,41.9739957
T_kauf,67.67646923,39.71028322
T_kauf,65.22661857,37.37085734
T_kauf,73.64819038,41.53714568
T_kauf,71.66477091,37.20837334
T_kauf,68.12604735,40.26940529
T_kauf,67.84936483,39.4080543
T_kauf,70.08012787,37.78307
T_kauf,66.98524896,39.78228946
T_kauf,70.81950555,39.68668632
T_kauf,69.85175306,38.02682248
T_kauf,73.31538299,37.75644741
T_kauf,70.65537356,39.88620872
T_kauf,65.50835671,42.46953609
T_kauf,71.04880616,37.40929211
T_kauf,69.87120182,39.37429926
T_kauf,73.66739005,40.66333775
T_kauf,67.93914626,41.77974771
T_kauf,72.34856319,42.81571966
T_kauf,68.17515377,39.71325466
T_kauf,71.66164442,39.84961172
T_kauf,68.63103815,39.9543575
T_kauf,69.96457425,40.88098243
T_kauf,73.27308307,42.31484864
T_kauf,73.61551149,40.30714418
T_kauf,67.55352017,41.38688846
T_kauf,67.2918184,38.38974542
T_kauf,71.52753025,39.38260642
T_kauf,69.18640035,41.33808285
T_kauf,69.26481392,39.1631471
T_kauf,71.14068448,42.3354748
T_kauf,69.99287831,39.57476118
T_kauf,70.78032342,40.10199141
T_kauf,73.93137787,39.50113855
T_kauf,70.60232245,41.78267761
T_kauf,73.47815513,41.38793243
T_kauf,70.26797658,37.26204032
T_kauf,67.92025705,38.64808566
T_kauf,67.16642784,41.63885653
T_kauf,70.20486667,38.13719843
T_kauf,71.45418872,42.06571367
T_kauf,71.51009516,40.16086732
T_kauf,73.1810313,42.9517249
T_kauf,65.2953988,40.54775189
T_kauf,68.42157874,37.33319104
T_kauf,73.09320498,40.08130868
T_kauf,68.45060681,38.21459279
T_kauf,72.79539668,38.95030923
T_kauf,67.02268503,41.46136529
T_kauf,69.86346268,40.25886693
T_kauf,68.46523261,38.17079819
T_kauf,68.27572813,40.18560596
T_kauf,67.44448349,40.88304689
T_kauf,66.10660234,39.51443111
T_kauf,71.94518905,41.70472029
T_kauf,71.77101038,39.62370417
T_kauf,72.65719278,40.11278817
T_kauf,67.75604172,38.40875873
T_kauf,69.88901154,41.87608349
T_kauf,71.00572722,41.38156799
T_kauf,73.6969168,42.65134669
T_kauf,71.85345415,41.62489443
T_kauf,70.14808118,42.54728193
T_kauf,72.07528827,40.61119173
T_kauf,69.27982932,38.86626245
T_kauf,72.20813601,39.60366632
T_kauf,73.3679274,39.77673479
T_kauf,72.67356981,38.83685449
T_kauf,73.42749888,40.7127424
T_kauf,65.37936357,37.08389889
T_kauf,72.70592136,42.93590138
T_kauf,68.89545822,37.39490857
T_kauf,69.62729478,42.38519826
T_kauf,71.74091942,39.98073682
T_kauf,68.94567452,40.92774086
T_kauf,66.29805611,42.86483842
T_kauf,72.64128945,37.26418341
T_kauf,71.45229078,38.21563646
T_kauf,70.78273671,41.96894401
T_kauf,69.24085862,39.75467201
T_kauf,67.26187003,38.84295542
T_kauf,67.70631273,42.11318016
T_kauf,70.84506854,40.82769287
T_kauf,69.56705806,40.29704717
T_kauf,66.8826699,38.00791133
T_kauf,70.88339463,37.23656846
T_kauf,65.83790508,40.58751429
T_kauf,67.42399675,41.45061548
T_kauf,71.84068617,38.23873632
T_kauf,67.06779707,37.63039384
T_kauf,69.81313075,41.39662696
T_kauf,66.73440527,41.62388413
T_kauf,67.33403453,40.3390996
T_kauf,72.13050449,39.13272599
T_kauf,72.41237671,40.04773936
T_kauf,70.71950388,42.98323225
T_kauf,66.93490718,42.05585934
T_kauf,72.32540887,42.0260416
T_kauf,71.74597538,40.83972031
T_kauf,72.93780832,42.84828008
T_kauf,68.56384759,42.15513457
T_kauf,65.97671055,41.01982195
T_kauf,66.24941068,42.91238029
T_kauf,65.98998697,40.17226335
T_kauf,70.79107598,39.74818457
T_kauf,65.25050452,38.45039101
T_kauf,70.6154258,37.54364982
T_kauf,67.93666035,37.9731275
T_kauf,70.95006274,41.71314272
T_kauf,72.10008785,40.54572714
T_kauf,66.19863871,40.78023104
T_kauf,73.65540358,39.0812405
T_kauf,71.03090109,40.45935154
